city,area,sqft,bhk,bathrooms,price
Bangalore,Hebbal,3894,5,5,63043000.0
Hyderabad,Kondapur,1303,3,3,10536000.0
Mumbai,Worli,1481,3,2,41344000.0
Chennai,OMR,979,2,2,10618000.0
Mumbai,Andheri East,1118,3,3,21157000.0
Delhi,Dwarka,598,1,1,5295000.0
Chennai,OMR,3030,5,4,45142000.0
Bangalore,Whitefield,1230,3,3,15536000.0
Delhi,Uttam Nagar,995,2,2,5784000.0
Mumbai,Andheri East,1620,3,3,26051000.0
Hyderabad,Kukatpally,2701,4,3,15862000.0
Bangalore,Hebbal,841,2,2,14952000.0
Chennai,OMR,1079,2,2,11743000.0
Chennai,Medavakkam,1675,4,4,15273000.0
Chennai,Pallavaram,3513,5,5,34020000.0
Bangalore,Sarjapur Road,1382,3,3,20949000.0
Bangalore,Electronic City,2554,4,4,27050000.0
Bangalore,Sarjapur Road,1325,3,3,19746000.0
Delhi,Greater Kailash,1788,3,2,31992000.0
Delhi,Uttam Nagar,752,2,2,3938000.0
Bangalore,Whitefield,616,1,1,6833000.0
Mumbai,Worli,783,2,1,18600000.0
Delhi,Rohini,1583,3,3,12204000.0
Mumbai,Worli,1729,4,4,56413000.0
Chennai,OMR,1012,2,2,11022000.0
Hyderabad,Gachibowli,2103,4,4,17144000.0
Delhi,Uttam Nagar,1193,2,2,6951000.0
Delhi,Uttam Nagar,753,2,2,3944000.0
Delhi,Rohini,1071,2,2,7466000.0
Mumbai,Borivali,2486,5,5,33248000.0
Mumbai,Borivali,1549,3,3,21567000.0
Bangalore,Whitefield,1168,3,3,18256000.0
Hyderabad,Miyapur,955,2,2,4351000.0
Bangalore,Yelahanka,798,2,2,8435000.0
Mumbai,Lower Parel,432,1,1,8374000.0
Mumbai,Borivali,631,1,1,5655000.0
Chennai,OMR,2146,4,3,26338000.0
Chennai,OMR,1114,3,3,13541000.0
Bangalore,Sarjapur Road,777,2,1,8128000.0
Mumbai,Lower Parel,1163,2,2,24163000.0
Chennai,Chromepet,1560,3,2,13474000.0
Mumbai,Worli,1189,2,2,27554000.0
Chennai,Medavakkam,989,2,1,8746000.0
Mumbai,Lower Parel,2358,4,4,56831000.0
Delhi,Uttam Nagar,1552,3,3,9533000.0
Hyderabad,Kukatpally,1279,3,3,7874000.0
Delhi,Uttam Nagar,756,2,2,4096000.0
Bangalore,Hebbal,1513,3,3,24176000.0
Delhi,Greater Kailash,1389,3,3,20822000.0
Chennai,Pallavaram,957,2,1,6124000.0
Mumbai,Andheri East,1615,3,3,27650000.0
Delhi,Saket,1526,3,3,20207000.0
Mumbai,Worli,1204,3,3,30246000.0
Mumbai,Andheri East,1169,2,1,17885000.0
Bangalore,Sarjapur Road,560,1,1,7000000.0
Bangalore,Whitefield,1101,3,3,16101000.0
Delhi,Saket,926,2,2,11279000.0
Bangalore,Hebbal,713,2,2,9582000.0
Mumbai,Lower Parel,1020,2,2,21902000.0
Mumbai,Lower Parel,2205,4,4,55666000.0
Delhi,Rohini,790,2,1,6425000.0
Hyderabad,HITEC City,1706,3,2,16753000.0
Chennai,OMR,2295,4,3,31181000.0
Mumbai,Andheri East,1835,4,4,29595000.0
Mumbai,Worli,724,2,2,18139000.0
Bangalore,Yelahanka,647,1,1,5635000.0
Bangalore,Yelahanka,748,2,2,7460000.0
Delhi,Greater Kailash,1844,4,4,32002000.0
Delhi,Rohini,1649,3,3,13759000.0
Hyderabad,HITEC City,1371,3,2,11565000.0
Delhi,Greater Kailash,725,2,2,11710000.0
Bangalore,Yelahanka,597,1,1,4853000.0
Delhi,Uttam Nagar,1152,3,2,6907000.0
Bangalore,Yelahanka,1554,3,3,16254000.0
Delhi,Greater Kailash,1411,3,3,22699000.0
Chennai,Pallavaram,1121,3,3,9530000.0
Hyderabad,Kondapur,1246,3,3,10992000.0
Mumbai,Chembur,2033,4,4,30240000.0
Mumbai,Worli,1254,3,3,29887000.0
Delhi,Rohini,980,2,2,6908000.0
Chennai,Chromepet,1651,3,3,12427000.0
Chennai,Chromepet,825,2,1,6415000.0
Delhi,Saket,409,1,1,5464000.0
Bangalore,Electronic City,1111,3,3,12041000.0
Chennai,Medavakkam,784,2,2,6765000.0
Mumbai,Lower Parel,1620,3,3,39493000.0
Mumbai,Worli,569,1,1,12790000.0
Bangalore,Electronic City,1189,2,1,11144000.0
Delhi,Uttam Nagar,706,2,2,3644000.0
Delhi,Greater Kailash,2116,4,4,40457000.0
Delhi,Greater Kailash,1120,2,1,18208000.0
Hyderabad,HITEC City,1796,3,2,15900000.0
Chennai,Chromepet,1060,2,1,8048000.0
Delhi,Dwarka,1610,3,3,14996000.0
Chennai,Chromepet,1144,2,1,9109000.0
Delhi,Saket,1703,3,2,24444000.0
Chennai,Medavakkam,1429,3,3,10731000.0
Delhi,Greater Kailash,1587,3,2,28228000.0
Hyderabad,HITEC City,1008,2,2,8964000.0
Bangalore,Hebbal,810,2,2,12613000.0
Bangalore,Hebbal,970,2,2,13449000.0
Hyderabad,HITEC City,736,2,2,6323000.0
Delhi,Greater Kailash,797,2,2,13080000.0
Bangalore,Hebbal,1433,3,3,22096000.0
Hyderabad,Gachibowli,740,2,2,5979000.0
Hyderabad,Gachibowli,2688,4,4,24980000.0
Hyderabad,HITEC City,851,2,2,7068000.0
Mumbai,Chembur,743,2,2,11119000.0
Chennai,Medavakkam,1151,3,3,10461000.0
Delhi,Dwarka,1468,3,3,13297000.0
Chennai,Medavakkam,1267,3,3,12828000.0
Delhi,Dwarka,978,2,2,10379000.0
Mumbai,Andheri East,1260,3,2,22409000.0
Chennai,Ambattur,1750,3,3,12856000.0
Hyderabad,Miyapur,964,2,1,5613000.0
Mumbai,Borivali,2680,5,4,36703000.0
Hyderabad,HITEC City,1095,2,2,8377000.0
Hyderabad,HITEC City,741,2,2,7008000.0
Delhi,Uttam Nagar,744,2,2,4208000.0
Chennai,Pallavaram,1336,3,3,11711000.0
Bangalore,Yelahanka,1463,3,3,15528000.0
Hyderabad,Miyapur,1000,2,1,5779000.0
Mumbai,Andheri East,1719,3,3,32965000.0
Mumbai,Lower Parel,1044,2,2,25016000.0
Mumbai,Lower Parel,2424,4,4,62191000.0
Mumbai,Andheri East,787,2,1,15172000.0
Delhi,Dwarka,871,2,2,7355000.0
Delhi,Rohini,2391,4,4,23191000.0
Mumbai,Borivali,3382,5,5,52747000.0
Mumbai,Chembur,926,2,2,13229000.0
Delhi,Saket,1792,4,4,27837000.0
Delhi,Greater Kailash,1357,3,3,19655000.0
Hyderabad,Kukatpally,2624,4,3,16347000.0
Delhi,Dwarka,1403,3,2,13408000.0
Mumbai,Worli,2299,4,3,69557000.0
Mumbai,Andheri East,1156,3,3,20842000.0
Bangalore,Hebbal,2419,4,4,41321000.0
Mumbai,Lower Parel,865,2,1,20091000.0
Bangalore,Sarjapur Road,545,1,1,5566000.0
Hyderabad,HITEC City,1585,3,3,14279000.0
Bangalore,Whitefield,2797,4,3,42739000.0
Hyderabad,Kukatpally,1420,3,3,8222000.0
Bangalore,Sarjapur Road,1493,3,2,17648000.0
Bangalore,Electronic City,1388,3,3,14678000.0
Bangalore,Electronic City,1002,2,2,10331000.0
Delhi,Rohini,746,2,2,6306000.0
Hyderabad,Kondapur,2310,4,3,17878000.0
Mumbai,Andheri East,783,2,2,14927000.0
Chennai,Medavakkam,747,2,2,6588000.0
Mumbai,Andheri East,464,1,1,7081000.0
Delhi,Dwarka,474,1,1,3716000.0
Mumbai,Borivali,769,2,2,9345000.0
Hyderabad,HITEC City,1559,3,3,13696000.0
Chennai,Chromepet,1551,3,3,13236000.0
Chennai,Medavakkam,2504,4,4,22804000.0
Chennai,Pallavaram,1757,3,3,14865000.0
Mumbai,Andheri East,443,1,1,5737000.0
Mumbai,Lower Parel,885,2,2,19580000.0
Delhi,Dwarka,2683,4,3,27276000.0
Bangalore,Hebbal,1387,3,2,22195000.0
Mumbai,Andheri East,1181,2,2,22218000.0
Mumbai,Borivali,3027,5,5,50454000.0
Bangalore,Sarjapur Road,915,2,1,10796000.0
Hyderabad,Gachibowli,1520,3,3,12806000.0
Hyderabad,HITEC City,589,1,1,4156000.0
Chennai,OMR,473,1,1,5092000.0
Delhi,Uttam Nagar,666,1,1,3962000.0
Hyderabad,Gachibowli,1315,3,3,9787000.0
Bangalore,Sarjapur Road,1640,4,4,26482000.0
Delhi,Saket,2325,4,4,29149000.0
Chennai,Pallavaram,1632,4,4,14193000.0
Delhi,Uttam Nagar,591,1,1,2870000.0
Bangalore,Whitefield,1378,3,2,21696000.0
Bangalore,Electronic City,935,2,2,8707000.0
Chennai,Chromepet,1094,2,1,8087000.0
Delhi,Greater Kailash,1226,3,3,17892000.0
Chennai,Medavakkam,1227,3,2,11140000.0
Mumbai,Borivali,1124,3,3,15594000.0
Bangalore,Electronic City,1463,3,2,16284000.0
Mumbai,Chembur,1178,2,2,13198000.0
Delhi,Uttam Nagar,1107,3,3,6639000.0
Bangalore,Sarjapur Road,1616,3,3,20399000.0
Mumbai,Lower Parel,2674,4,3,77105000.0
Delhi,Uttam Nagar,1773,3,3,10181000.0
Mumbai,Lower Parel,1021,2,2,23231000.0
Bangalore,Sarjapur Road,1695,3,3,22557000.0
Delhi,Saket,1627,3,3,23096000.0
Bangalore,Electronic City,1611,3,2,17982000.0
Chennai,Pallavaram,878,2,1,6431000.0
Mumbai,Chembur,1136,3,2,17386000.0
Chennai,Medavakkam,1266,3,3,11006000.0
Delhi,Greater Kailash,607,1,1,8545000.0
Chennai,OMR,2706,4,4,34321000.0
Bangalore,Yelahanka,2635,4,3,26520000.0
Hyderabad,Miyapur,956,2,2,5154000.0
Chennai,Ambattur,1212,3,3,8681000.0
Mumbai,Chembur,1141,2,2,15976000.0
Delhi,Saket,647,1,1,6970000.0
Bangalore,Yelahanka,1100,3,3,12235000.0
Hyderabad,Kondapur,1640,3,3,11692000.0
Delhi,Greater Kailash,980,2,2,13703000.0
Chennai,Medavakkam,1131,3,3,10331000.0
Delhi,Dwarka,1564,3,3,13904000.0
Delhi,Rohini,1720,3,3,14261000.0
Delhi,Rohini,1876,4,3,17663000.0
Hyderabad,HITEC City,2571,5,4,34045000.0
Hyderabad,Gachibowli,895,2,2,7289000.0
Chennai,Medavakkam,537,1,1,3913000.0
Hyderabad,Miyapur,779,2,2,4743000.0
Mumbai,Chembur,721,2,2,10983000.0
Bangalore,Electronic City,1464,3,3,14928000.0
Chennai,Medavakkam,932,2,1,8374000.0
Chennai,Pallavaram,1791,3,3,14211000.0
Delhi,Greater Kailash,1173,3,3,18786000.0
Chennai,OMR,1119,3,3,12945000.0
Bangalore,Electronic City,727,2,2,6971000.0
Bangalore,Electronic City,3996,5,5,38906000.0
Mumbai,Lower Parel,1988,4,4,44862000.0
Hyderabad,HITEC City,1418,3,2,13380000.0
Chennai,OMR,1389,3,3,17186000.0
Mumbai,Andheri East,578,1,1,9651000.0
Chennai,Medavakkam,1718,3,3,16533000.0
Delhi,Rohini,1719,4,4,15077000.0
Delhi,Rohini,943,2,2,7201000.0
Hyderabad,HITEC City,713,2,2,6762000.0
Mumbai,Lower Parel,1619,3,3,43903000.0
Hyderabad,Kondapur,920,2,1,7164000.0
Chennai,Chromepet,499,1,1,3250000.0
Bangalore,Hebbal,1135,2,2,19163000.0
Chennai,OMR,750,2,2,7673000.0
Mumbai,Chembur,2315,4,4,43351000.0
Mumbai,Lower Parel,847,2,1,20468000.0
Delhi,Dwarka,2464,4,3,25136000.0
Mumbai,Andheri East,718,2,2,13947000.0
Delhi,Saket,1192,3,3,15470000.0
Delhi,Rohini,906,2,2,7519000.0
Bangalore,Yelahanka,2461,4,4,30807000.0
Hyderabad,Kukatpally,1220,3,2,7888000.0
Mumbai,Worli,820,2,1,18456000.0
Bangalore,Electronic City,1549,3,3,15996000.0
Mumbai,Borivali,565,1,1,5130000.0
Hyderabad,HITEC City,2671,4,4,28815000.0
Hyderabad,Gachibowli,1372,3,3,12167000.0
Bangalore,Electronic City,1596,3,2,17693000.0
Chennai,Chromepet,778,2,2,5607000.0
Bangalore,Sarjapur Road,690,1,1,8009000.0
Chennai,OMR,2476,5,4,33262000.0
Hyderabad,Miyapur,1184,2,2,7054000.0
Hyderabad,Miyapur,964,2,2,5174000.0
Mumbai,Chembur,529,1,1,6099000.0
Chennai,Pallavaram,800,2,2,6937000.0
Delhi,Saket,1034,2,2,13591000.0
Hyderabad,Miyapur,992,2,2,5067000.0
Bangalore,Whitefield,857,2,2,11445000.0
Delhi,Dwarka,1127,2,2,9221000.0
Chennai,Medavakkam,1384,3,3,13790000.0
Hyderabad,Kukatpally,807,2,2,4384000.0
Bangalore,Yelahanka,1121,2,2,10755000.0
Delhi,Saket,1425,3,2,19293000.0
Bangalore,Sarjapur Road,2345,4,4,32148000.0
Delhi,Dwarka,1122,2,2,11546000.0
Mumbai,Lower Parel,2753,4,4,67928000.0
Hyderabad,Kukatpally,1430,3,2,8665000.0
Mumbai,Chembur,1009,2,2,15021000.0
Mumbai,Andheri East,788,2,1,12851000.0
Chennai,Chromepet,1733,3,3,14486000.0
Delhi,Uttam Nagar,1175,2,2,6446000.0
Chennai,Chromepet,1721,3,3,16387000.0
Chennai,Ambattur,2524,4,4,19858000.0
Chennai,Chromepet,453,1,1,3094000.0
Chennai,OMR,1910,4,4,20693000.0
Bangalore,Hebbal,1365,3,3,21848000.0
Bangalore,Whitefield,1605,3,3,21946000.0
Hyderabad,Kukatpally,1402,3,3,8771000.0
Delhi,Rohini,2519,4,3,23412000.0
Delhi,Uttam Nagar,2709,4,4,17341000.0
Delhi,Dwarka,1028,2,2,9689000.0
Delhi,Saket,1139,3,3,14694000.0
Delhi,Rohini,1149,2,1,10585000.0
Hyderabad,Miyapur,853,2,2,4522000.0
Chennai,Ambattur,883,2,2,6138000.0
Chennai,OMR,3308,5,4,34425000.0
Delhi,Dwarka,1519,3,3,16452000.0
Chennai,Pallavaram,982,2,2,7953000.0
Hyderabad,Miyapur,1466,3,3,8082000.0
Chennai,Chromepet,788,2,2,5808000.0
Mumbai,Chembur,1504,3,3,20686000.0
Mumbai,Worli,1689,3,3,39259000.0
Hyderabad,Miyapur,3860,5,5,25785000.0
Hyderabad,Miyapur,895,2,1,5164000.0
Mumbai,Borivali,1434,3,2,19046000.0
Bangalore,Electronic City,2402,5,5,34342000.0
Mumbai,Chembur,830,2,2,11666000.0
Mumbai,Chembur,2905,5,4,55379000.0
Hyderabad,HITEC City,1595,3,3,14909000.0
Delhi,Uttam Nagar,877,2,2,5695000.0
Delhi,Greater Kailash,1540,3,3,25769000.0
Bangalore,Yelahanka,2444,4,4,28493000.0
Chennai,Medavakkam,448,1,1,3617000.0
Chennai,Chromepet,922,2,1,6708000.0
Bangalore,Yelahanka,1334,3,3,13637000.0
Delhi,Dwarka,1135,3,3,11772000.0
Chennai,Medavakkam,1120,3,2,10540000.0
Hyderabad,Miyapur,1707,3,3,11069000.0
Delhi,Saket,1770,4,4,26571000.0
Delhi,Greater Kailash,2361,4,4,44636000.0
Bangalore,Hebbal,1522,3,2,26236000.0
Bangalore,Yelahanka,877,2,2,9194000.0
Bangalore,Whitefield,446,1,1,5253000.0
Delhi,Dwarka,846,2,1,7501000.0
Chennai,OMR,1769,3,3,20890000.0
Bangalore,Yelahanka,448,1,1,3765000.0
Mumbai,Chembur,3152,5,4,61199000.0
Hyderabad,Kukatpally,1216,3,2,8178000.0
Mumbai,Chembur,2674,4,4,43237000.0
Chennai,OMR,1359,3,3,14769000.0
Delhi,Uttam Nagar,1140,2,2,6036000.0
Mumbai,Chembur,658,1,1,9211000.0
Mumbai,Borivali,1370,3,2,17507000.0
Mumbai,Worli,1425,3,3,36120000.0
Chennai,OMR,2573,4,4,36989000.0
Delhi,Rohini,809,2,2,5403000.0
Mumbai,Chembur,913,2,2,13723000.0
Delhi,Saket,2549,5,5,47445000.0
Bangalore,Yelahanka,2531,5,5,33530000.0
Hyderabad,Kondapur,628,1,1,3948000.0
Chennai,Pallavaram,791,2,1,5185000.0
Delhi,Rohini,804,2,1,6787000.0
Chennai,Pallavaram,1792,3,3,12728000.0
Bangalore,Hebbal,785,2,2,11128000.0
Mumbai,Lower Parel,3020,5,5,76181000.0
Delhi,Dwarka,572,1,1,4854000.0
Chennai,Ambattur,1260,3,3,10408000.0
Hyderabad,Kondapur,590,1,1,3752000.0
Bangalore,Sarjapur Road,879,2,1,9008000.0
Bangalore,Whitefield,1580,3,3,20998000.0
Chennai,OMR,1724,4,4,20602000.0
Bangalore,Yelahanka,771,2,1,8100000.0
Delhi,Uttam Nagar,833,2,1,4710000.0
Bangalore,Whitefield,932,2,2,12452000.0
Hyderabad,Gachibowli,976,2,2,8689000.0
Chennai,Chromepet,847,2,1,6828000.0
Chennai,Ambattur,1065,2,2,8349000.0
Chennai,Chromepet,1149,3,3,9732000.0
Bangalore,Whitefield,1671,3,3,25728000.0
Chennai,OMR,816,2,2,9650000.0
Hyderabad,HITEC City,1115,3,3,10912000.0
Delhi,Greater Kailash,1401,3,3,23617000.0
Hyderabad,Kukatpally,413,1,1,2081000.0
Chennai,Pallavaram,1039,2,1,7311000.0
Chennai,OMR,2515,5,5,29180000.0
Mumbai,Borivali,912,2,2,11169000.0
Hyderabad,Miyapur,980,2,2,5289000.0
Delhi,Rohini,1204,3,3,11308000.0
Mumbai,Borivali,958,2,1,11555000.0
Bangalore,Whitefield,762,2,2,10009000.0
Delhi,Saket,1957,4,4,31571000.0
Bangalore,Sarjapur Road,1601,3,3,19247000.0
Delhi,Uttam Nagar,1406,3,2,9191000.0
Bangalore,Electronic City,658,1,1,5765000.0
Hyderabad,Miyapur,3760,5,5,23095000.0
Mumbai,Chembur,439,1,1,6153000.0
Mumbai,Andheri East,1526,3,3,27353000.0
Mumbai,Worli,1143,2,2,29379000.0
Chennai,Chromepet,2443,4,4,20555000.0
Hyderabad,Miyapur,611,1,1,2767000.0
Bangalore,Hebbal,1440,3,3,24285000.0
Mumbai,Chembur,1757,3,3,24400000.0
Hyderabad,Kondapur,813,2,2,5834000.0
Mumbai,Worli,1533,3,2,40186000.0
Hyderabad,HITEC City,1496,3,3,15466000.0
Mumbai,Worli,1025,2,2,24866000.0
Hyderabad,Gachibowli,817,2,2,6184000.0
Chennai,Pallavaram,810,2,2,6324000.0
Hyderabad,Gachibowli,1465,3,3,13295000.0
Mumbai,Andheri East,1524,3,3,25231000.0
Delhi,Rohini,870,2,2,7452000.0
Bangalore,Electronic City,1323,3,3,12931000.0
Mumbai,Andheri East,709,2,2,10365000.0
Chennai,Ambattur,998,2,2,7742000.0
Bangalore,Electronic City,2245,4,3,25514000.0
Mumbai,Borivali,1413,3,2,20316000.0
Bangalore,Yelahanka,632,1,1,5727000.0
Delhi,Saket,2334,4,4,29691000.0
Hyderabad,Kondapur,2747,4,4,22449000.0
Mumbai,Borivali,433,1,1,4903000.0
Mumbai,Lower Parel,1300,3,3,32824000.0
Mumbai,Worli,824,2,2,18774000.0
Bangalore,Electronic City,1031,2,2,8439000.0
Delhi,Greater Kailash,1000,2,2,17733000.0
Mumbai,Andheri East,757,2,2,11431000.0
Bangalore,Electronic City,669,1,1,5507000.0
Mumbai,Chembur,2420,4,4,42215000.0
Delhi,Rohini,1401,3,3,10645000.0
Chennai,OMR,659,1,1,5896000.0
Delhi,Uttam Nagar,2678,4,3,14689000.0
Chennai,Ambattur,2519,4,4,23632000.0
Mumbai,Chembur,811,2,2,11037000.0
Chennai,OMR,1048,2,2,11017000.0
Delhi,Greater Kailash,917,2,2,14968000.0
Delhi,Saket,1023,2,2,13478000.0
Mumbai,Andheri East,1043,2,2,16771000.0
Delhi,Dwarka,1384,3,2,12921000.0
Chennai,OMR,989,2,2,11623000.0
Chennai,Pallavaram,1182,2,2,8323000.0
Chennai,Pallavaram,1172,2,2,9036000.0
Delhi,Greater Kailash,1358,3,3,18840000.0
Hyderabad,Kondapur,1307,3,2,9922000.0
Bangalore,Yelahanka,1739,3,3,20360000.0
Chennai,Chromepet,686,1,1,4274000.0
Delhi,Saket,1487,3,2,20396000.0
Hyderabad,HITEC City,724,2,2,6601000.0
Hyderabad,Kukatpally,1385,3,3,9244000.0
Hyderabad,HITEC City,2379,4,3,20694000.0
Hyderabad,Kukatpally,703,2,2,4118000.0
Chennai,Medavakkam,2607,4,3,24234000.0
Chennai,Medavakkam,1347,3,3,13778000.0
Delhi,Greater Kailash,1530,3,2,23807000.0
Hyderabad,Miyapur,3615,5,5,25290000.0
Chennai,Medavakkam,850,2,2,6415000.0
Hyderabad,Kukatpally,804,2,2,4278000.0
Delhi,Dwarka,1721,3,3,18076000.0
Hyderabad,Kondapur,1100,2,2,8451000.0
Chennai,OMR,855,2,2,8230000.0
Chennai,Medavakkam,1151,2,2,9832000.0
Hyderabad,Kondapur,1103,2,2,8597000.0
Delhi,Uttam Nagar,1132,3,3,7235000.0
Bangalore,Sarjapur Road,1107,3,3,15596000.0
Hyderabad,Gachibowli,922,2,2,7379000.0
Hyderabad,HITEC City,837,2,2,7256000.0
Hyderabad,Miyapur,1214,3,3,6180000.0
Chennai,OMR,1482,3,3,17202000.0
Bangalore,Hebbal,1480,3,3,20889000.0
Chennai,Pallavaram,852,2,1,6104000.0
Chennai,Chromepet,1475,3,3,13130000.0
Chennai,Pallavaram,836,2,1,6768000.0
Delhi,Saket,727,2,2,8787000.0
Bangalore,Yelahanka,1662,3,3,18867000.0
Chennai,Chromepet,1810,4,4,14585000.0
Bangalore,Electronic City,2593,4,4,29311000.0
Bangalore,Electronic City,830,2,1,8615000.0
Hyderabad,HITEC City,1376,3,3,14097000.0
Hyderabad,Kukatpally,1129,2,2,6830000.0
Chennai,Medavakkam,863,2,2,7471000.0
Hyderabad,HITEC City,1739,3,3,16034000.0
Bangalore,Electronic City,716,2,1,6799000.0
Mumbai,Chembur,609,1,1,8012000.0
Hyderabad,HITEC City,752,2,1,6263000.0
Bangalore,Electronic City,1129,2,2,11468000.0
Mumbai,Andheri East,2753,4,4,52064000.0
Delhi,Rohini,835,2,2,6445000.0
Mumbai,Worli,544,1,1,12042000.0
Chennai,OMR,1731,3,2,19331000.0
Mumbai,Lower Parel,984,2,1,23028000.0
Bangalore,Sarjapur Road,865,2,1,10216000.0
Mumbai,Worli,1789,3,3,42265000.0
Chennai,Pallavaram,1390,3,3,11266000.0
Mumbai,Chembur,1490,3,3,24593000.0
Bangalore,Hebbal,1799,4,4,33707000.0
Hyderabad,Kondapur,754,2,1,5165000.0
Delhi,Rohini,1045,2,2,8649000.0
Bangalore,Whitefield,1303,3,3,19614000.0
Chennai,Ambattur,2046,4,4,15753000.0
Chennai,Chromepet,2331,4,4,21395000.0
Chennai,Ambattur,1013,2,1,7188000.0
Mumbai,Borivali,1638,3,3,18086000.0
Hyderabad,HITEC City,1267,3,3,14615000.0
Delhi,Dwarka,926,2,2,8805000.0
Mumbai,Borivali,3602,5,5,54266000.0
Bangalore,Electronic City,2793,4,4,27802000.0
Hyderabad,Gachibowli,2365,4,4,22581000.0
Mumbai,Chembur,1120,3,2,18556000.0
Chennai,OMR,895,2,2,9746000.0
Hyderabad,Kondapur,840,2,2,4854000.0
Chennai,Ambattur,912,2,2,6330000.0
Delhi,Rohini,1683,3,3,13992000.0
Hyderabad,HITEC City,1119,2,2,10290000.0
Hyderabad,Miyapur,1283,3,3,7274000.0
Delhi,Dwarka,2163,4,4,24211000.0
Chennai,Medavakkam,1304,3,2,12378000.0
Delhi,Dwarka,1243,3,3,10461000.0
Chennai,Chromepet,2618,4,4,19453000.0
Mumbai,Lower Parel,1993,4,4,46952000.0
Bangalore,Whitefield,1171,2,2,16244000.0
Mumbai,Lower Parel,642,1,1,14308000.0
Mumbai,Andheri East,798,2,2,13820000.0
Delhi,Rohini,2720,4,4,23162000.0
Hyderabad,Kondapur,1579,3,3,12856000.0
Mumbai,Lower Parel,1750,3,2,43886000.0
Mumbai,Borivali,790,2,2,10745000.0
Hyderabad,Kukatpally,2130,4,3,14620000.0
Hyderabad,HITEC City,2542,4,4,24857000.0
Mumbai,Borivali,951,2,2,10899000.0
Hyderabad,Miyapur,1344,3,2,6946000.0
Bangalore,Hebbal,993,2,2,13639000.0
Hyderabad,Kukatpally,1744,3,3,11716000.0
Hyderabad,Miyapur,967,2,1,5013000.0
Mumbai,Worli,561,1,1,12958000.0
Bangalore,Electronic City,1397,3,3,14078000.0
Chennai,Chromepet,2093,4,4,18360000.0
Mumbai,Andheri East,886,2,2,17157000.0
Mumbai,Lower Parel,1287,3,2,25423000.0
Mumbai,Lower Parel,1104,2,1,24816000.0
Delhi,Greater Kailash,819,2,2,10835000.0
Delhi,Saket,915,2,2,10662000.0
Mumbai,Worli,740,2,2,20270000.0
Bangalore,Whitefield,953,2,2,13183000.0
Hyderabad,Miyapur,1441,3,3,10178000.0
Chennai,OMR,1003,2,2,10664000.0
Chennai,Chromepet,2429,4,4,19097000.0
Bangalore,Sarjapur Road,1549,3,3,20472000.0
Hyderabad,Gachibowli,1159,2,1,10390000.0
Chennai,Pallavaram,1373,3,3,11823000.0
Chennai,Ambattur,615,1,1,3699000.0
Delhi,Dwarka,779,2,1,6916000.0
Bangalore,Electronic City,1142,2,2,10593000.0
Bangalore,Hebbal,1205,3,2,20516000.0
Hyderabad,Gachibowli,761,2,2,5812000.0
Chennai,Pallavaram,935,2,1,7666000.0
Bangalore,Hebbal,1124,3,2,17939000.0
Bangalore,Yelahanka,1498,3,3,15540000.0
Mumbai,Worli,1978,4,4,51233000.0
Delhi,Uttam Nagar,1186,2,2,6301000.0
Delhi,Rohini,1950,4,4,16540000.0
Mumbai,Andheri East,1586,3,3,27356000.0
Mumbai,Andheri East,803,2,1,13020000.0
Bangalore,Electronic City,925,2,2,10348000.0
Bangalore,Yelahanka,1175,3,2,12951000.0
Hyderabad,Kondapur,727,2,1,5330000.0
Chennai,OMR,1178,3,3,14531000.0
Hyderabad,Miyapur,1006,2,2,5563000.0
Hyderabad,Kukatpally,2495,4,4,17231000.0
Mumbai,Andheri East,3827,5,4,74531000.0
Delhi,Greater Kailash,1065,2,2,17054000.0
Hyderabad,Miyapur,1515,3,2,7974000.0
Chennai,Chromepet,1375,3,2,11325000.0
Bangalore,Whitefield,757,2,2,10048000.0
Hyderabad,Kondapur,403,1,1,2672000.0
Hyderabad,HITEC City,1052,2,1,9059000.0
Bangalore,Electronic City,822,2,2,8378000.0
Delhi,Uttam Nagar,1146,2,2,6419000.0
Hyderabad,HITEC City,990,2,2,9789000.0
Delhi,Uttam Nagar,1170,3,3,8327000.0
Delhi,Saket,2696,4,4,39509000.0
Chennai,Pallavaram,2647,4,4,24567000.0
Mumbai,Worli,1669,3,2,43291000.0
Hyderabad,Miyapur,1472,3,3,8942000.0
Bangalore,Electronic City,2722,4,4,30299000.0
Hyderabad,Gachibowli,1548,3,3,12993000.0
Mumbai,Borivali,985,2,1,12018000.0
Delhi,Dwarka,1795,4,3,20888000.0
Bangalore,Yelahanka,1460,3,2,15789000.0
Hyderabad,Gachibowli,1334,3,3,10860000.0
Delhi,Uttam Nagar,872,2,2,5064000.0
Delhi,Rohini,1521,3,2,12989000.0
Mumbai,Borivali,658,1,1,7640000.0
Mumbai,Lower Parel,2342,4,4,54200000.0
Chennai,Ambattur,1640,3,3,12270000.0
Delhi,Uttam Nagar,1199,2,1,6477000.0
Bangalore,Electronic City,1197,2,2,11071000.0
Chennai,OMR,1598,3,2,21317000.0
Chennai,Chromepet,625,1,1,3594000.0
Bangalore,Electronic City,480,1,1,4053000.0
Hyderabad,Kukatpally,790,2,1,4091000.0
Bangalore,Electronic City,1121,3,2,10814000.0
Mumbai,Chembur,1622,3,3,25301000.0
Hyderabad,Gachibowli,1408,3,3,11842000.0
Bangalore,Whitefield,753,2,1,9726000.0
